Section,ID,Prime,Target,Target_Word,CorrrectA,Code,Dur,Question,SentenceID,SpeakerGender,SpeakerID,SentenceGroup,PitchLevel,ContentCongruency,PitchTypicality
2,198,M05_F128_plusHalfERB.wav,M05_F128_tar_plusHalfERB.wav,同事,TRUE,101,1953.469,说话人提到了自己的恋人吗,F128,M,M05,F,plusHalfERB,filler,filler
2,197,M03_F123_plusHalfERB.wav,M03_F123_tar_plusHalfERB.wav,歌手,TRUE,101,2883.651,说话人喜欢上了一位歌手吗,F123,M,M03,F,plusHalfERB,filler,filler
2,194,M05_F119_plusHalfERB.wav,M05_F119_tar_plusHalfERB.wav,律师,FALSE,101,2229.002,说话人提到了自己的高中同桌吗,F119,M,M05,F,plusHalfERB,filler,filler
2,208,M02_G026_minusHalfERB.wav,M02_G026_tar_minusHalfERB.wav,飞机,FALSE,102,1897.528,说话人从不在外面的餐厅吃饭吗,G026,M,M02,G,minusHalfERB,filler,filler
2,209,M03_G027_plusHalfERB.wav,M03_G027_tar_plusHalfERB.wav,书店,TRUE,102,2840.544,说话人想买菜吗,G027,M,M03,G,plusHalfERB,filler,filler
3,154,M02_D079_minusHalfERB.wav,M02_D079_tar_minusHalfERB.wav,奶爸,TRUE,121,2017.823,说话人的爱人在努力学习照顾孩子吗,D079,M,M02,D,minusHalfERB,incongruent,typical
3,156,M03_D081_plusHalfERB.wav,M03_D081_tar_plusHalfERB.wav,叔叔,TRUE,122,3049.841,说话人的对象上周出门了吗,D081,M,M03,D,plusHalfERB,incongruent,atypical
3,138,M05_D062_plusHalfERB.wav,M05_D062_tar_plusHalfERB.wav,养子,TRUE,122,2173.878,说话人的对象是被领养的吗,D062,M,M05,D,plusHalfERB,incongruent,atypical
3,83,M03_D003_plusHalfERB.wav,M03_D003_tar_plusHalfERB.wav,男友,FALSE,122,2693.923,说话人在谈论自己的穿着吗,D003,M,M03,D,plusHalfERB,incongruent,atypical
3,97,M02_D017_minusHalfERB.wav,M02_D017_tar_minusHalfERB.wav,孙子,TRUE,121,2608.821,说话人的对象是其家中唯一的孙子吗,D017,M,M02,D,minusHalfERB,incongruent,typical
3,139,M03_D063_plusHalfERB.wav,M03_D063_tar_plusHalfERB.wav,才子,TRUE,122,2130.862,说话人的对象是个有才华的人吗,D063,M,M03,D,plusHalfERB,incongruent,atypical
3,146,M02_D071_minusHalfERB.wav,M02_D071_tar_minusHalfERB.wav,师兄,FALSE,121,1772.2,说话人和其爱人大学时不认识吗,D071,M,M02,D,minusHalfERB,incongruent,typical
3,124,M05_D045_plusHalfERB.wav,M05_D045_tar_plusHalfERB.wav,空少,FALSE,122,1622.857,说话人的前任现在是个空少吗,D045,M,M05,D,plusHalfERB,incongruent,atypical
3,140,M02_D064_minusHalfERB.wav,M02_D064_tar_minusHalfERB.wav,小子,TRUE,121,2262.653,说话人提及了其爱人的喜好吗,D064,M,M02,D,minusHalfERB,incongruent,typical
3,137,M01_D061_minusHalfERB.wav,M01_D061_tar_minusHalfERB.wav,壮丁,TRUE,121,2077.846,说话人的对象被招募了吗,D061,M,M01,D,minusHalfERB,incongruent,typical
3,66,M02_E071_minusHalfERB.wav,M02_E071_tar_minusHalfERB.wav,养女,TRUE,211,1753.878,说话人的爱人是被收养的吗,E071,M,M02,E,minusHalfERB,congruent,typical
3,3,M03_E004_plusHalfERB.wav,M03_E004_tar_plusHalfERB.wav,媳妇,TRUE,212,3110.816,说话人下周要去外地吗,E004,M,M03,E,plusHalfERB,congruent,atypical
3,65,M01_E070_minusHalfERB.wav,M01_E070_tar_minusHalfERB.wav,闺女,TRUE,211,2211.383,说话人的恋人是家中年纪最小的吗,E070,M,M01,E,minusHalfERB,congruent,typical
3,51,M03_E054_plusHalfERB.wav,M03_E054_tar_plusHalfERB.wav,闺秀,FALSE,212,2796.757,说话人的前任是个没教养的人吗,E054,M,M03,E,plusHalfERB,congruent,atypical
3,59,M03_E063_plusHalfERB.wav,M03_E063_tar_plusHalfERB.wav,剩女,FALSE,212,2658.934,说话人的对象以前很受欢迎吗,E063,M,M03,E,plusHalfERB,congruent,atypical
3,44,M02_E047_minusHalfERB.wav,M02_E047_tar_minusHalfERB.wav,小姐,TRUE,211,2253.129,说话人的恋人家里有仆人吗,E047,M,M02,E,minusHalfERB,congruent,typical
3,41,M01_E043_minusHalfERB.wav,M01_E043_tar_minusHalfERB.wav,贤妻,TRUE,211,2203.696,说话人有一个贤惠的爱人吗,E043,M,M01,E,minusHalfERB,congruent,typical
3,2,M02_E003_minusHalfERB.wav,M02_E003_tar_minusHalfERB.wav,女友,FALSE,211,2410.748,说话人在谈论学习吗,E003,M,M02,E,minusHalfERB,congruent,typical
3,75,M03_E080_plusHalfERB.wav,M03_E080_tar_plusHalfERB.wav,女警,FALSE,212,2765.737,说话人的爱人是一名教师吗,E080,M,M03,E,plusHalfERB,congruent,atypical
3,67,M05_E072_plusHalfERB.wav,M05_E072_tar_plusHalfERB.wav,才女,FALSE,212,1886.281,说话人的伴侣没有才华吗,E072,M,M05,E,plusHalfERB,congruent,atypical
3,195,M01_F121_minusHalfERB.wav,M01_F121_tar_minusHalfERB.wav,农民,FALSE,101,1829.773,说话人在谈论自己的奶奶吗,F121,M,M01,F,minusHalfERB,filler,filler
3,196,M02_F122_minusHalfERB.wav,M02_F122_tar_minusHalfERB.wav,画家,FALSE,101,1873.22,说话人的爱人是一名售货员吗,F122,M,M02,F,minusHalfERB,filler,filler
3,206,M05_G021_plusHalfERB.wav,M05_G021_tar_plusHalfERB.wav,彩虹,FALSE,102,2337.415,说话人昨天一直在家里吗,G021,M,M05,G,plusHalfERB,filler,filler
3,203,M01_G010_minusHalfERB.wav,M01_G010_tar_minusHalfERB.wav,天空,TRUE,102,2361.293,说话人帮助别人了吗,G010,M,M01,G,minusHalfERB,filler,filler
3,204,M02_G017_minusHalfERB.wav,M02_G017_tar_minusHalfERB.wav,星空,TRUE,102,1827.982,说话人有想吃的东西吗,G017,M,M02,G,minusHalfERB,filler,filler
4,145,M01_D070_minusHalfERB.wav,M01_D070_tar_minusHalfERB.wav,师弟,FALSE,121,2100.703,说话人和其对象不是同一个专业的吗,D070,M,M01,D,minusHalfERB,incongruent,typical
4,90,M02_D010_minusHalfERB.wav,M02_D010_tar_minusHalfERB.wav,儿子,TRUE,121,2121.723,说话人的前任是个孝顺的人吗,D010,M,M02,D,minusHalfERB,incongruent,typical
4,108,M05_D028_plusHalfERB.wav,M05_D028_tar_plusHalfERB.wav,男孩,TRUE,122,2254.853,说话人提到了自己的朋友吗,D028,M,M05,D,plusHalfERB,incongruent,atypical
4,147,M03_D072_plusHalfERB.wav,M03_D072_tar_plusHalfERB.wav,伴郎,TRUE,122,3207.506,说话人提到了其朋友的婚礼吗,D072,M,M03,D,plusHalfERB,incongruent,atypical
4,107,M03_D027_plusHalfERB.wav,M03_D027_tar_plusHalfERB.wav,男生,FALSE,122,2886.304,说话人的爱人很不招人喜欢吗,D027,M,M03,D,plusHalfERB,incongruent,atypical
4,131,M03_D054_plusHalfERB.wav,M03_D054_tar_plusHalfERB.wav,猛男,TRUE,122,3317.438,说话人很惊讶于自己的对象的改变吗,D054,M,M03,D,plusHalfERB,incongruent,atypical
4,105,M01_D025_minusHalfERB.wav,M01_D025_tar_minusHalfERB.wav,影帝,FALSE,121,2480.385,说话人的恋人没有梦想吗,D025,M,M01,D,minusHalfERB,incongruent,typical
4,132,M05_D055_plusHalfERB.wav,M05_D055_tar_plusHalfERB.wav,大叔,FALSE,122,1865.805,说话人的对象还没有成年吗,D055,M,M05,D,plusHalfERB,incongruent,atypical
4,82,M01_D002_minusHalfERB.wav,M01_D002_tar_minusHalfERB.wav,丈夫,FALSE,121,2047.778,说话人今年会结婚吗,D002,M,M01,D,minusHalfERB,incongruent,typical
4,130,M02_D053_minusHalfERB.wav,M02_D053_tar_minusHalfERB.wav,壮汉,TRUE,121,1911.383,说话人的对象想成为一个强壮的人吗,D053,M,M02,D,minusHalfERB,incongruent,typical
4,36,M05_E038_plusHalfERB.wav,M05_E038_tar_plusHalfERB.wav,姑娘,FALSE,212,2192.086,说话人的对象特别恶毒吗,E038,M,M05,E,plusHalfERB,congruent,atypical
4,74,M05_E079_plusHalfERB.wav,M05_E079_tar_plusHalfERB.wav,伴娘,TRUE,212,1742.041,说话人喜欢上了朋友婚礼上的人吗,E079,M,M05,E,plusHalfERB,congruent,atypical
4,57,M02_E061_minusHalfERB.wav,M02_E061_tar_minusHalfERB.wav,少女,TRUE,211,2777.279,说话人的爱人以前很外向吗,E061,M,M02,E,minusHalfERB,congruent,typical
4,34,M02_E036_minusHalfERB.wav,M02_E036_tar_minusHalfERB.wav,女子,FALSE,211,2195.011,说话人以前没谈过恋爱吗,E036,M,M02,E,minusHalfERB,congruent,typical
4,60,M05_E065_plusHalfERB.wav,M05_E065_tar_plusHalfERB.wav,宫女,TRUE,212,2663.946,说话人的对象在想象其在皇宫的身份吗,E065,M,M05,E,plusHalfERB,congruent,atypical
4,19,M03_E020_plusHalfERB.wav,M03_E020_tar_plusHalfERB.wav,主妇,TRUE,212,2837.596,说话人在谈论自己的择偶标准吗,E020,M,M03,E,plusHalfERB,congruent,atypical
4,68,M03_E073_plusHalfERB.wav,M03_E073_tar_plusHalfERB.wav,独女,FALSE,212,2300.091,说话人的对象有兄弟姐妹吗,E073,M,M03,E,plusHalfERB,congruent,atypical
4,76,M05_E081_plusHalfERB.wav,M05_E081_tar_plusHalfERB.wav,女兵,TRUE,212,2306.508,说话人的爱人当过兵吗,E081,M,M05,E,plusHalfERB,congruent,atypical
4,25,M01_E026_minusHalfERB.wav,M01_E026_tar_minusHalfERB.wav,女神,FALSE,211,2040.227,说话人的伴侣在学校工作吗,E026,M,M01,E,minusHalfERB,congruent,typical
4,9,M02_E010_minusHalfERB.wav,M02_E010_tar_minusHalfERB.wav,分娩,FALSE,211,2137.188,说话人下周要出差吗,E010,M,M02,E,minusHalfERB,congruent,typical
4,199,M01_F166_minusHalfERB.wav,M01_F166_tar_minusHalfERB.wav,木匠,TRUE,101,2020.93,说话人的哥哥小时候有理想吗,F166,M,M01,F,minusHalfERB,filler,filler
4,193,M03_F118_plusHalfERB.wav,M03_F118_tar_plusHalfERB.wav,学生,FALSE,101,2702.426,说话人现在是学生吗,F118,M,M03,F,plusHalfERB,filler,filler
4,205,M03_G019_plusHalfERB.wav,M03_G019_tar_plusHalfERB.wav,太阳,FALSE,102,2477.755,说话人昨晚在自己家吗,G019,M,M03,G,plusHalfERB,filler,filler
4,207,M01_G025_minusHalfERB.wav,M01_G025_tar_minusHalfERB.wav,饺子,TRUE,102,1999.07,说话人的老家有桃树吗,G025,M,M01,G,minusHalfERB,filler,filler
4,202,M05_G009_plusHalfERB.wav,M05_G009_tar_plusHalfERB.wav,台灯,FALSE,102,2754.059,说话人在睡觉吗,G009,M,M05,G,plusHalfERB,filler,filler
