Section,ID,Prime,Target,Target_Word,CorrectA,Code,Dur,Question,SentenceID,SpeakerGender,SpeakerID,SentenceGroup,PitchLevel,ContentCongruency,PitchTypicality
2,59,F05_E063_plusHalfERB.wav,F05_E063_tar_plusHalfERB.wav,剩女,FALSE,221,1958.299,说话人的对象以前很受欢迎吗,E063,F,F05,E,plusHalfERB,incongruent,typical
2,9,F02_E010_minusHalfERB.wav,F02_E010_tar_minusHalfERB.wav,分娩,FALSE,222,2501.95,说话人下周要出差吗,E010,F,F02,E,minusHalfERB,incongruent,atypical
2,75,F05_E080_plusHalfERB.wav,F05_E080_tar_plusHalfERB.wav,女警,FALSE,221,1809.342,说话人的爱人是一名教师吗,E080,F,F05,E,plusHalfERB,incongruent,typical
2,28,F06_E029_plusHalfERB.wav,F06_E029_tar_plusHalfERB.wav,腐女,FALSE,221,2680.272,说话人在谈论自己的爱好吗,E029,F,F06,E,plusHalfERB,incongruent,typical
2,26,F02_E027_minusHalfERB.wav,F02_E027_tar_minusHalfERB.wav,淑女,TRUE,222,2196.757,说话人在夸奖自己的恋人吗,E027,F,F02,E,minusHalfERB,incongruent,atypical
2,200,F02_F167_minusHalfERB.wav,F02_F167_tar_minusHalfERB.wav,主播,TRUE,101,2667.891,说话人提及了自己爱人曾经的职业吗,F167,F,F02,F,minusHalfERB,filler,filler
2,192,F02_F115_minusHalfERB.wav,F02_F115_tar_minusHalfERB.wav,小孩,FALSE,101,2874.263,说话人没有出过国吗,F115,F,F02,F,minusHalfERB,filler,filler
2,210,F05_G032_plusHalfERB.wav,F05_G032_tar_plusHalfERB.wav,公司,TRUE,102,2467.937,说话人的老板今天上班了吗,G032,F,F05,G,plusHalfERB,filler,filler
2,207,F03_G025_minusHalfERB.wav,F03_G025_tar_minusHalfERB.wav,饺子,TRUE,102,2559.66,说话人的老家有桃树吗,G025,F,F03,G,minusHalfERB,filler,filler
2,209,F06_G027_plusHalfERB.wav,F06_G027_tar_plusHalfERB.wav,书店,TRUE,102,2852.925,说话人想买菜吗,G027,F,F06,G,plusHalfERB,filler,filler
3,129,F03_D052_minusHalfERB.wav,F03_D052_tar_minusHalfERB.wav,少年,FALSE,112,3421.247,说话人提到了自己的老板吗,D052,F,F03,D,minusHalfERB,congruent,atypical
3,108,F06_D028_plusHalfERB.wav,F06_D028_tar_plusHalfERB.wav,男孩,TRUE,111,2915.397,说话人提到了自己的朋友吗,D028,F,F06,D,plusHalfERB,congruent,typical
3,91,F05_D011_plusHalfERB.wav,F05_D011_tar_plusHalfERB.wav,长子,FALSE,111,1835.42,说话人的恋人是家中最小的吗,D011,F,F05,D,plusHalfERB,congruent,typical
3,122,F03_D043_minusHalfERB.wav,F03_D043_tar_minusHalfERB.wav,正太,FALSE,112,2894.603,说话人的爱人小时候不可爱吗,D043,F,F03,D,minusHalfERB,congruent,atypical
3,115,F05_D035_plusHalfERB.wav,F05_D035_tar_plusHalfERB.wav,前夫,FALSE,111,1843.719,说话人在路上结识了陌生人吗,D035,F,F05,D,plusHalfERB,congruent,typical
3,92,F06_D012_plusHalfERB.wav,F06_D012_tar_plusHalfERB.wav,哥哥,FALSE,111,2377.211,说话人的伴侣没有弟弟妹妹吗,D012,F,F06,D,plusHalfERB,congruent,typical
3,113,F03_D033_minusHalfERB.wav,F03_D033_tar_minusHalfERB.wav,小伙,FALSE,112,2836.553,说话人的朋友都认为其对象很冷漠吗,D033,F,F03,D,minusHalfERB,congruent,atypical
3,89,F03_D009_minusHalfERB.wav,F03_D009_tar_minusHalfERB.wav,岳母,TRUE,112,2789.274,说话人在家中有害怕的人吗,D009,F,F03,D,minusHalfERB,congruent,atypical
3,156,F06_D081_plusHalfERB.wav,F06_D081_tar_plusHalfERB.wav,叔叔,TRUE,111,2677.732,说话人的对象上周出门了吗,D081,F,F06,D,plusHalfERB,congruent,typical
3,121,F02_D042_minusHalfERB.wav,F02_D042_tar_minusHalfERB.wav,公子,TRUE,112,2642.063,说话人的爱人出身于大户人家吗,D042,F,F02,D,minusHalfERB,congruent,atypical
3,20,F06_E021_plusHalfERB.wav,F06_E021_tar_plusHalfERB.wav,学妹,TRUE,221,2146.531,说话人和自己的恋人是同一个高中吗,E021,F,F06,E,plusHalfERB,incongruent,typical
3,25,F03_E026_minusHalfERB.wav,F03_E026_tar_minusHalfERB.wav,女神,FALSE,222,2358.118,说话人的伴侣在学校工作吗,E026,F,F03,E,minusHalfERB,incongruent,atypical
3,36,F06_E038_plusHalfERB.wav,F06_E038_tar_plusHalfERB.wav,姑娘,FALSE,221,2715.782,说话人的对象特别恶毒吗,E038,F,F06,E,plusHalfERB,incongruent,typical
3,52,F06_E055_plusHalfERB.wav,F06_E055_tar_plusHalfERB.wav,儿媳,FALSE,221,2960.204,说话人的母亲不满意这个儿媳吗,E055,F,F06,E,plusHalfERB,incongruent,typical
3,17,F03_E018_minusHalfERB.wav,F03_E018_tar_minusHalfERB.wav,姐姐,TRUE,222,2196.916,说话人比其恋人年纪小吗,E018,F,F03,E,minusHalfERB,incongruent,atypical
3,19,F05_E020_plusHalfERB.wav,F05_E020_tar_plusHalfERB.wav,主妇,TRUE,221,2174.535,说话人在谈论自己的择偶标准吗,E020,F,F05,E,plusHalfERB,incongruent,typical
3,41,F03_E043_minusHalfERB.wav,F03_E043_tar_minusHalfERB.wav,贤妻,TRUE,222,2799.07,说话人有一个贤惠的爱人吗,E043,F,F03,E,minusHalfERB,incongruent,atypical
3,58,F03_E062_minusHalfERB.wav,F03_E062_tar_minusHalfERB.wav,渣女,FALSE,222,2612.063,说话人没有谈过恋爱吗,E062,F,F03,E,minusHalfERB,incongruent,atypical
3,27,F05_E028_plusHalfERB.wav,F05_E028_tar_plusHalfERB.wav,靓女,FALSE,221,2275.986,说话人从不夸奖自己的对象吗,E028,F,F05,E,plusHalfERB,incongruent,typical
3,33,F03_E035_minusHalfERB.wav,F03_E035_tar_minusHalfERB.wav,女性,FALSE,222,2556.213,说话人对其恋人的评价很低吗,E035,F,F03,E,minusHalfERB,incongruent,atypical
3,196,F02_F122_minusHalfERB.wav,F02_F122_tar_minusHalfERB.wav,画家,FALSE,101,2667.279,说话人的爱人是一名售货员吗,F122,F,F02,F,minusHalfERB,filler,filler
3,195,F03_F121_minusHalfERB.wav,F03_F121_tar_minusHalfERB.wav,农民,FALSE,101,2296.259,说话人在谈论自己的奶奶吗,F121,F,F03,F,minusHalfERB,filler,filler
3,197,F06_F123_plusHalfERB.wav,F06_F123_tar_plusHalfERB.wav,歌手,TRUE,101,2857.823,说话人喜欢上了一位歌手吗,F123,F,F06,F,plusHalfERB,filler,filler
3,203,F03_G010_minusHalfERB.wav,F03_G010_tar_minusHalfERB.wav,天空,TRUE,102,2404.195,说话人帮助别人了吗,G010,F,F03,G,minusHalfERB,filler,filler
3,206,F05_G021_plusHalfERB.wav,F05_G021_tar_plusHalfERB.wav,彩虹,FALSE,102,2487.891,说话人昨天一直在家里吗,G021,F,F05,G,plusHalfERB,filler,filler
4,82,F03_D002_minusHalfERB.wav,F03_D002_tar_minusHalfERB.wav,丈夫,FALSE,112,2246.168,说话人今年会结婚吗,D002,F,F03,D,minusHalfERB,congruent,atypical
4,100,F06_D020_plusHalfERB.wav,F06_D020_tar_plusHalfERB.wav,男神,FALSE,111,2499.524,说话人的对象没什么魅力吗,D020,F,F06,D,plusHalfERB,congruent,typical
4,83,F05_D003_plusHalfERB.wav,F05_D003_tar_plusHalfERB.wav,男友,FALSE,111,2490.794,说话人在谈论自己的穿着吗,D003,F,F05,D,plusHalfERB,congruent,typical
4,131,F05_D054_plusHalfERB.wav,F05_D054_tar_plusHalfERB.wav,猛男,TRUE,111,2499.478,说话人很惊讶于自己的对象的改变吗,D054,F,F05,D,plusHalfERB,congruent,typical
4,140,F02_D064_minusHalfERB.wav,F02_D064_tar_minusHalfERB.wav,小子,TRUE,112,2497.71,说话人提及了其爱人的喜好吗,D064,F,F02,D,minusHalfERB,congruent,atypical
4,114,F06_D034_plusHalfERB.wav,F06_D034_tar_plusHalfERB.wav,胡子,TRUE,111,2536.372,说话人讨厌自己的对象的胡子吗,D034,F,F06,D,plusHalfERB,congruent,typical
4,81,F02_D001_minusHalfERB.wav,F02_D001_tar_minusHalfERB.wav,老公,FALSE,112,2247.551,说话人下班后要去找自己的母亲吗,D001,F,F02,D,minusHalfERB,congruent,atypical
4,130,F02_D053_minusHalfERB.wav,F02_D053_tar_minusHalfERB.wav,壮汉,TRUE,112,2687.596,说话人的对象想成为一个强壮的人吗,D053,F,F02,D,minusHalfERB,congruent,atypical
4,99,F05_D019_plusHalfERB.wav,F05_D019_tar_plusHalfERB.wav,校草,FALSE,111,1907.687,说话人的爱人相貌平平吗,D019,F,F05,D,plusHalfERB,congruent,typical
4,97,F02_D017_minusHalfERB.wav,F02_D017_tar_minusHalfERB.wav,孙子,TRUE,112,2846.667,说话人的对象是其家中唯一的孙子吗,D017,F,F02,D,minusHalfERB,congruent,atypical
4,49,F03_E052_minusHalfERB.wav,F03_E052_tar_minusHalfERB.wav,空姐,TRUE,222,2918.095,说话人想和空姐结婚吗,E052,F,F03,E,minusHalfERB,incongruent,atypical
4,1,F03_E001_minusHalfERB.wav,F03_E001_tar_minusHalfERB.wav,老婆,FALSE,222,1965.193,说话人在谈论自己的爸爸吗,E001,F,F03,E,minusHalfERB,incongruent,atypical
4,11,F05_E012_plusHalfERB.wav,F05_E012_tar_plusHalfERB.wav,母亲,FALSE,221,2336.553,说话人还没有孩子吗,E012,F,F05,E,plusHalfERB,incongruent,typical
4,67,F05_E072_plusHalfERB.wav,F05_E072_tar_plusHalfERB.wav,才女,FALSE,221,1978.844,说话人的伴侣没有才华吗,E072,F,F05,E,plusHalfERB,incongruent,typical
4,34,F02_E036_minusHalfERB.wav,F02_E036_tar_minusHalfERB.wav,女子,FALSE,222,2416.168,说话人以前没谈过恋爱吗,E036,F,F02,E,minusHalfERB,incongruent,atypical
4,60,F06_E065_plusHalfERB.wav,F06_E065_tar_plusHalfERB.wav,宫女,TRUE,221,3125.283,说话人的对象在想象其在皇宫的身份吗,E065,F,F06,E,plusHalfERB,incongruent,typical
4,18,F03_E019_minusHalfERB.wav,F03_E019_tar_minusHalfERB.wav,妹妹,FALSE,222,3009.297,说话人的爱人在家里很任性吗,E019,F,F03,E,minusHalfERB,incongruent,atypical
4,65,F03_E070_minusHalfERB.wav,F03_E070_tar_minusHalfERB.wav,闺女,TRUE,222,2558.39,说话人的恋人是家中年纪最小的吗,E070,F,F03,E,minusHalfERB,incongruent,atypical
4,4,F06_E005_plusHalfERB.wav,F06_E005_tar_plusHalfERB.wav,太太,FALSE,221,2632.29,说话人去年去了美国吗,E005,F,F06,E,plusHalfERB,incongruent,typical
4,2,F02_E003_minusHalfERB.wav,F02_E003_tar_minusHalfERB.wav,女友,FALSE,222,2627.415,说话人在谈论学习吗,E003,F,F02,E,minusHalfERB,incongruent,atypical
4,193,F05_F118_plusHalfERB.wav,F05_F118_tar_plusHalfERB.wav,学生,FALSE,101,2083.424,说话人现在是学生吗,F118,F,F05,F,plusHalfERB,filler,filler
4,194,F06_F119_plusHalfERB.wav,F06_F119_tar_plusHalfERB.wav,律师,FALSE,101,2834.807,说话人提到了自己的高中同桌吗,F119,F,F06,F,plusHalfERB,filler,filler
4,199,F03_F166_minusHalfERB.wav,F03_F166_tar_minusHalfERB.wav,木匠,TRUE,101,2683.9,说话人的哥哥小时候有理想吗,F166,F,F03,F,minusHalfERB,filler,filler
4,204,F02_G017_minusHalfERB.wav,F02_G017_tar_minusHalfERB.wav,星空,TRUE,102,2447.71,说话人有想吃的东西吗,G017,F,F02,G,minusHalfERB,filler,filler
4,208,F02_G026_minusHalfERB.wav,F02_G026_tar_minusHalfERB.wav,飞机,FALSE,102,2675.578,说话人从不在外面的餐厅吃饭吗,G026,F,F02,G,minusHalfERB,filler,filler
