Section,ID,Prime,Target,Target_Word,CorrectA,Code,Dur,Question,SentenceID,SpeakerGender,SpeakerID,SentenceGroup,PitchLevel,ContentCongruency,PitchTypicality
2,88,M05_D008_minusHalfERB.wav,M05_D008_tar_minusHalfERB.wav,岳父,FALSE,121,2760.975,说话人今天要去见爱人的家长吗,D008,M,M05,D,minusHalfERB,incongruent,typical
2,158,M01_D083_plusHalfERB.wav,M01_D083_tar_plusHalfERB.wav,男二,TRUE,122,2676.009,说话人的爱人是个暖心的人吗,D083,M,M01,D,plusHalfERB,incongruent,atypical
2,141,M01_D065_plusHalfERB.wav,M01_D065_tar_plusHalfERB.wav,独子,TRUE,122,2113.379,说话人的伴侣在家中有兄弟吗,D065,M,M01,D,plusHalfERB,incongruent,atypical
2,151,M03_D076_minusHalfERB.wav,M03_D076_tar_minusHalfERB.wav,少将,FALSE,121,2448.027,说话人的爱人从没当过兵吗,D076,M,M03,D,minusHalfERB,incongruent,typical
2,127,M03_D050_minusHalfERB.wav,M03_D050_tar_minusHalfERB.wav,美男,FALSE,121,2412.948,说话人的前任认为自己长得不好看吗,D050,M,M03,D,minusHalfERB,incongruent,typical
2,160,M05_D085_minusHalfERB.wav,M05_D085_tar_minusHalfERB.wav,宅男,FALSE,121,1786.553,说话人的对象很爱出门吗,D085,M,M05,D,minusHalfERB,incongruent,typical
2,119,M03_D040_minusHalfERB.wav,M03_D040_tar_minusHalfERB.wav,君子,FALSE,121,3147.007,说话人的朋友对其恋人评价很差吗,D040,M,M03,D,minusHalfERB,incongruent,typical
2,126,M05_D049_minusHalfERB.wav,M05_D049_tar_minusHalfERB.wav,新郎,TRUE,121,1918.844,说话人有想要结婚的对象吗,D049,M,M05,D,minusHalfERB,incongruent,typical
2,40,M05_E042_minusHalfERB.wav,M05_E042_tar_minusHalfERB.wav,前妻,FALSE,211,2411.134,说话人上周去学校探望老师了吗,E042,M,M05,E,minusHalfERB,congruent,typical
2,8,M05_E009_minusHalfERB.wav,M05_E009_tar_minusHalfERB.wav,临盆,TRUE,211,2014.649,说话人下个月将要有孩子了吗,E009,M,M05,E,minusHalfERB,congruent,typical
2,24,M05_E025_minusHalfERB.wav,M05_E025_tar_minusHalfERB.wav,校花,TRUE,211,1920.136,说话人上过大学吗,E025,M,M05,E,minusHalfERB,congruent,typical
2,38,M02_E040_plusHalfERB.wav,M02_E040_tar_plusHalfERB.wav,子宫,TRUE,212,2377.324,说话人的爱人去年生病了吗,E040,M,M02,E,plusHalfERB,congruent,atypical
2,64,M05_E069_minusHalfERB.wav,M05_E069_tar_minusHalfERB.wav,月嫂,TRUE,211,2159.138,说话人的对象在工作上很负责任吗,E069,M,M05,E,minusHalfERB,congruent,typical
2,45,M01_E048_plusHalfERB.wav,M01_E048_tar_plusHalfERB.wav,女王,TRUE,212,2008.231,说话人的前任在家中地位很高吗,E048,M,M01,E,plusHalfERB,congruent,atypical
2,54,M02_E058_plusHalfERB.wav,M02_E058_tar_plusHalfERB.wav,佳人,FALSE,212,2160.159,说话人提到了自己的朋友吗,E058,M,M02,E,plusHalfERB,congruent,atypical
2,79,M03_E084_minusHalfERB.wav,M03_E084_tar_minusHalfERB.wav,宅女,FALSE,211,2744.331,说话人的对象很爱出去玩吗,E084,M,M03,E,minusHalfERB,congruent,typical
2,21,M01_E022_plusHalfERB.wav,M01_E022_tar_plusHalfERB.wav,学姐,FALSE,212,2032.948,说话人在谈论自己的职业吗,E022,M,M01,E,plusHalfERB,congruent,atypical
2,29,M01_E030_plusHalfERB.wav,M01_E030_tar_plusHalfERB.wav,影后,TRUE,212,2433.197,说话人的爱人在演艺圈工作吗,E030,M,M01,E,plusHalfERB,congruent,atypical
2,175,M03_F047_minusHalfERB.wav,M03_F047_tar_minusHalfERB.wav,手机,FALSE,101,2934.218,说话人的对象不打算换手机吗,F047,M,M03,F,minusHalfERB,filler,filler
2,173,M01_F035_plusHalfERB.wav,M01_F035_tar_plusHalfERB.wav,房子,FALSE,101,2468.821,说话人上个月什么事都没做吗,F035,M,M01,F,plusHalfERB,filler,filler
2,172,M05_F034_minusHalfERB.wav,M05_F034_tar_minusHalfERB.wav,医院,TRUE,101,1920.635,说话人昨天去医院了吗,F034,M,M05,F,minusHalfERB,filler,filler
2,184,M05_G096_minusHalfERB.wav,M05_G096_tar_minusHalfERB.wav,教练,TRUE,102,2492.585,说话人有书包吗,G096,M,M05,G,minusHalfERB,filler,filler
2,190,M02_G109_plusHalfERB.wav,M02_G109_tar_plusHalfERB.wav,员工,FALSE,102,2284.49,说话人在讲述今年发生的事吗,G109,M,M02,G,plusHalfERB,filler,filler
3,117,M01_D038_plusHalfERB.wav,M01_D038_tar_plusHalfERB.wav,浪子,TRUE,122,2859.433,说话人的爱人之前很放荡不羁吗,D038,M,M01,D,plusHalfERB,incongruent,atypical
3,125,M01_D046_plusHalfERB.wav,M01_D046_tar_plusHalfERB.wav,直男,TRUE,122,2395.76,说话人的对象是个大大咧咧的人吗,D046,M,M01,D,plusHalfERB,incongruent,atypical
3,110,M02_D030_plusHalfERB.wav,M02_D030_tar_plusHalfERB.wav,男性,FALSE,122,2084.83,说话人对自己的对象没有期待吗,D030,M,M02,D,plusHalfERB,incongruent,atypical
3,128,M02_D051_plusHalfERB.wav,M02_D051_tar_plusHalfERB.wav,小哥,TRUE,122,2269.161,说话人在描述自己喜欢的人吗,D051,M,M02,D,plusHalfERB,incongruent,atypical
3,95,M03_D015_minusHalfERB.wav,M03_D015_tar_minusHalfERB.wav,学长,TRUE,121,2368.503,说话人和自己的对象之前是一个学校的吗,D015,M,M03,D,minusHalfERB,incongruent,typical
3,96,M05_D016_minusHalfERB.wav,M05_D016_tar_minusHalfERB.wav,学弟,FALSE,121,2152.109,说话人的前任和自己是高中同学吗,D016,M,M05,D,minusHalfERB,incongruent,typical
3,150,M02_D075_plusHalfERB.wav,M02_D075_tar_plusHalfERB.wav,阿哥,FALSE,122,2063.084,说话人提到了明朝吗,D075,M,M02,D,plusHalfERB,incongruent,atypical
3,93,M01_D013_plusHalfERB.wav,M01_D013_tar_plusHalfERB.wav,弟弟,FALSE,122,2279.66,说话人比自己的对象年纪小吗,D013,M,M01,D,plusHalfERB,incongruent,atypical
3,104,M02_D024_plusHalfERB.wav,M02_D024_tar_plusHalfERB.wav,型男,FALSE,122,2153.288,说话人不想找一个很有型的恋人吗,D024,M,M02,D,plusHalfERB,incongruent,atypical
3,94,M02_D014_plusHalfERB.wav,M02_D014_tar_plusHalfERB.wav,煮夫,TRUE,122,2166.803,说话人的爱人每天在家干活吗,D014,M,M02,D,plusHalfERB,incongruent,atypical
3,80,M05_E085_minusHalfERB.wav,M05_E085_tar_minusHalfERB.wav,女主,TRUE,211,2048.934,说话人的爱人演过戏吗,E085,M,M05,E,minusHalfERB,congruent,typical
3,53,M01_E057_plusHalfERB.wav,M01_E057_tar_plusHalfERB.wav,新娘,FALSE,212,1953.107,说话人已经结婚了吗,E057,M,M01,E,plusHalfERB,congruent,atypical
3,5,M01_E006_plusHalfERB.wav,M01_E006_tar_plusHalfERB.wav,美女,TRUE,212,1870.975,说话人提及了自己的伴侣吗,E006,M,M01,E,plusHalfERB,congruent,atypical
3,55,M03_E059_minusHalfERB.wav,M03_E059_tar_minusHalfERB.wav,女侠,FALSE,211,3382.834,说话人在谈论自己小时候的想法吗,E059,M,M03,E,minusHalfERB,congruent,typical
3,30,M02_E032_plusHalfERB.wav,M02_E032_tar_plusHalfERB.wav,女生,FALSE,212,2576.032,说话人提到了自己的性格吗,E032,M,M02,E,plusHalfERB,congruent,atypical
3,72,M05_E077_minusHalfERB.wav,M05_E077_tar_minusHalfERB.wav,师妹,TRUE,211,1975.034,说话人和自己的师妹恋爱了吗,E077,M,M05,E,minusHalfERB,congruent,typical
3,22,M02_E023_plusHalfERB.wav,M02_E023_tar_plusHalfERB.wav,孙女,FALSE,212,2900.907,说话人的伴侣认为自己很孝顺吗,E023,M,M02,E,plusHalfERB,congruent,atypical
3,56,M05_E060_minusHalfERB.wav,M05_E060_tar_minusHalfERB.wav,干妈,TRUE,211,2227.664,说话人有前任吗,E060,M,M05,E,minusHalfERB,congruent,typical
3,7,M03_E008_minusHalfERB.wav,M03_E008_tar_minusHalfERB.wav,产妇,FALSE,211,2979.433,说话人提到了老师吗,E008,M,M03,E,minusHalfERB,congruent,typical
3,14,M02_E015_plusHalfERB.wav,M02_E015_tar_plusHalfERB.wav,公公,FALSE,212,2449.773,说话人昨天没有出门吗,E015,M,M02,E,plusHalfERB,congruent,atypical
3,174,M02_F039_plusHalfERB.wav,M02_F039_tar_plusHalfERB.wav,婚礼,FALSE,101,1829.32,说话人要结婚了吗,F039,M,M02,F,plusHalfERB,filler,filler
3,177,M01_F053_plusHalfERB.wav,M01_F053_tar_plusHalfERB.wav,咖啡,TRUE,101,1975.397,说话人知道自己的恋人早上喜欢喝什么吗,F053,M,M01,F,plusHalfERB,filler,filler
3,186,M02_G100_plusHalfERB.wav,M02_G100_tar_plusHalfERB.wav,编剧,TRUE,102,1745.986,说话人在谈论其对象最喜欢的食物吗,G100,M,M02,G,plusHalfERB,filler,filler
3,188,M05_G104_minusHalfERB.wav,M05_G104_tar_minusHalfERB.wav,嘉宾,FALSE,102,1931.519,说话人在谈论自己的衣品吗,G104,M,M05,G,minusHalfERB,filler,filler
3,185,M01_G097_plusHalfERB.wav,M01_G097_tar_plusHalfERB.wav,医生,TRUE,102,2243.175,说话人在谈论自己的做饭习惯吗,G097,M,M01,G,plusHalfERB,filler,filler
4,85,M01_D005_plusHalfERB.wav,M01_D005_tar_plusHalfERB.wav,帅哥,TRUE,122,1899.07,说话人之前有过对象吗,D005,M,M01,D,plusHalfERB,incongruent,atypical
4,159,M03_D084_minusHalfERB.wav,M03_D084_tar_minusHalfERB.wav,暖男,TRUE,121,2919.501,说话人的对象非常体贴吗,D084,M,M03,D,minusHalfERB,incongruent,typical
4,112,M05_D032_minusHalfERB.wav,M05_D032_tar_minusHalfERB.wav,男士,TRUE,121,2298.889,说话人的爱人是个有礼貌的人吗,D032,M,M05,D,minusHalfERB,incongruent,typical
4,86,M02_D006_plusHalfERB.wav,M02_D006_tar_plusHalfERB.wav,父亲,TRUE,122,2094.989,说话人的对象期待有自己的孩子吗,D006,M,M02,D,plusHalfERB,incongruent,atypical
4,118,M02_D039_plusHalfERB.wav,M02_D039_tar_plusHalfERB.wav,少爷,FALSE,122,1731.633,说话人的前任家境贫寒吗,D039,M,M02,D,plusHalfERB,incongruent,atypical
4,149,M01_D074_plusHalfERB.wav,M01_D074_tar_plusHalfERB.wav,大哥,TRUE,122,2529.751,说话人的对象在圈子里地位很高吗,D074,M,M01,D,plusHalfERB,incongruent,atypical
4,157,M02_D082_plusHalfERB.wav,M02_D082_tar_plusHalfERB.wav,男主,FALSE,122,2509.32,说话人的前任觉得自己是电影里的配角吗,D082,M,M02,D,plusHalfERB,incongruent,atypical
4,111,M03_D031_minusHalfERB.wav,M03_D031_tar_minusHalfERB.wav,男子,FALSE,121,3010.567,说话人已经有爱人了吗,D031,M,M03,D,minusHalfERB,incongruent,typical
4,133,M01_D056_plusHalfERB.wav,M01_D056_tar_plusHalfERB.wav,渣男,TRUE,122,2557.982,说话人提到了自己对未来爱人的要求吗,D056,M,M01,D,plusHalfERB,incongruent,atypical
4,152,M05_D077_minusHalfERB.wav,M05_D077_tar_minusHalfERB.wav,汉子,FALSE,121,1777.415,说话人不喜欢有骨气的人吗,D077,M,M05,D,minusHalfERB,incongruent,typical
4,39,M03_E041_minusHalfERB.wav,M03_E041_tar_minusHalfERB.wav,妇道,TRUE,211,3384.104,说话人提到了自己的母亲吗,E041,M,M03,E,minusHalfERB,congruent,typical
4,47,M03_E050_minusHalfERB.wav,M03_E050_tar_minusHalfERB.wav,御姐,FALSE,211,3223.016,说话人在谈论自己讨厌的人吗,E050,M,M03,E,minusHalfERB,congruent,typical
4,15,M03_E016_minusHalfERB.wav,M03_E016_tar_minusHalfERB.wav,女儿,FALSE,211,2986.939,说话人在评价自己的母亲吗,E016,M,M03,E,minusHalfERB,congruent,typical
4,78,M02_E083_plusHalfERB.wav,M02_E083_tar_plusHalfERB.wav,小妹,FALSE,212,1961.134,说话人提到了自己对爱人的称呼吗,E083,M,M02,E,plusHalfERB,congruent,atypical
4,70,M01_E075_plusHalfERB.wav,M01_E075_tar_plusHalfERB.wav,妃子,TRUE,212,2546.735,说话人的爱人在幻想做妃子吗,E075,M,M01,E,plusHalfERB,congruent,atypical
4,31,M03_E033_minusHalfERB.wav,M03_E033_tar_minusHalfERB.wav,女孩,TRUE,211,2659.546,说话人有喜欢的人了吗,E033,M,M03,E,minusHalfERB,congruent,typical
4,37,M01_E039_plusHalfERB.wav,M01_E039_tar_plusHalfERB.wav,妹子,FALSE,212,2304.399,说话人的对象不喜欢唱歌吗,E039,M,M01,E,plusHalfERB,congruent,atypical
4,63,M03_E068_minusHalfERB.wav,M03_E068_tar_minusHalfERB.wav,女巫,TRUE,211,2973.492,说话人的爱人是演员吗,E068,M,M03,E,minusHalfERB,congruent,typical
4,69,M01_E074_plusHalfERB.wav,M01_E074_tar_plusHalfERB.wav,孝女,FALSE,212,2266.871,说话人的恋人是个不负责任的人吗,E074,M,M01,E,plusHalfERB,congruent,atypical
4,6,M02_E007_plusHalfERB.wav,M02_E007_tar_plusHalfERB.wav,怀孕,TRUE,212,2339.093,说话人期待有自己的孩子吗,E007,M,M02,E,plusHalfERB,congruent,atypical
4,171,M03_F033_minusHalfERB.wav,M03_F033_tar_minusHalfERB.wav,眼镜,FALSE,101,2921.043,说话人很久没换过眼镜了吗,F033,M,M03,F,minusHalfERB,filler,filler
4,180,M05_F076_minusHalfERB.wav,M05_F076_tar_minusHalfERB.wav,手表,FALSE,101,2209.683,说话人的老师从不戴手表吗,F076,M,M05,F,minusHalfERB,filler,filler
4,181,M01_G084_plusHalfERB.wav,M01_G084_tar_plusHalfERB.wav,学校,TRUE,102,2081.723,说话人在厨房里找东西吗,G084,M,M01,G,plusHalfERB,filler,filler
4,182,M02_G087_plusHalfERB.wav,M02_G087_tar_plusHalfERB.wav,跳舞,TRUE,102,1823.81,说话人的同学买了新电脑吗,G087,M,M02,G,plusHalfERB,filler,filler
4,187,M03_G101_minusHalfERB.wav,M03_G101_tar_minusHalfERB.wav,作家,TRUE,102,3440.816,说话人的爱人昨天卖东西了吗,G101,M,M03,G,minusHalfERB,filler,filler
