Section,ID,Prime,Target,Target_Word,CorrrectA,Code,Dur,Question,SentenceID,SpeakerGender,SpeakerID,SentenceGroup,PitchLevel,ContentCongruency,PitchTypicality
1,180,F06_F076_minusHalfERB.wav,F06_F076_tar_minusHalfERB.wav,手表,FALSE,101,3037.324,说话人的老师从不戴手表吗,F076,F,F06,F,minusHalfERB,filler,filler
1,229,F03_G107_plusHalfERB.wav,F03_G107_tar_plusHalfERB.wav,会计,TRUE,102,2689.637,说话人昨天摔坏了什么吗,G107,F,F03,G,plusHalfERB,filler,filler
1,226,F02_G100_plusHalfERB.wav,F02_G100_tar_plusHalfERB.wav,编剧,TRUE,102,2691.088,说话人在谈论其对象最喜欢的食物吗,G100,F,F02,G,plusHalfERB,filler,filler
1,225,F03_G097_plusHalfERB.wav,F03_G097_tar_plusHalfERB.wav,医生,TRUE,102,2318.957,说话人在谈论自己的做饭习惯吗,G097,F,F03,G,plusHalfERB,filler,filler
2,117,F03_D038_plusHalfERB.wav,F03_D038_tar_plusHalfERB.wav,浪子,TRUE,111,2875.057,说话人的爱人之前很放荡不羁吗,D038,F,F03,D,plusHalfERB,congruent,typical
2,126,F06_D049_minusHalfERB.wav,F06_D049_tar_minusHalfERB.wav,新郎,TRUE,112,2315.238,说话人有想要结婚的对象吗,D049,F,F06,D,minusHalfERB,congruent,atypical
2,96,F06_D016_minusHalfERB.wav,F06_D016_tar_minusHalfERB.wav,学弟,FALSE,112,2781.451,说话人的前任和自己是高中同学吗,D016,F,F06,D,minusHalfERB,congruent,atypical
2,136,F02_D060_plusHalfERB.wav,F02_D060_tar_plusHalfERB.wav,好汉,TRUE,111,2695.261,说话人的朋友对其对象的印象很好吗,D060,F,F02,D,plusHalfERB,congruent,typical
2,103,F05_D023_minusHalfERB.wav,F05_D023_tar_minusHalfERB.wav,硬汉,TRUE,112,1725.193,说话人有自己的理想型吗,D023,F,F05,D,minusHalfERB,congruent,atypical
2,152,F06_D077_minusHalfERB.wav,F06_D077_tar_minusHalfERB.wav,汉子,FALSE,112,2085.238,说话人不喜欢有骨气的人吗,D077,F,F06,D,minusHalfERB,congruent,atypical
2,142,F06_D066_minusHalfERB.wav,F06_D066_tar_minusHalfERB.wav,孝子,TRUE,112,2061.882,说话人的对象很孝顺吗,D066,F,F06,D,minusHalfERB,congruent,atypical
2,160,F06_D085_minusHalfERB.wav,F06_D085_tar_minusHalfERB.wav,宅男,FALSE,112,2326.009,说话人的对象很爱出门吗,D085,F,F06,D,minusHalfERB,congruent,atypical
2,125,F03_D046_plusHalfERB.wav,F03_D046_tar_plusHalfERB.wav,直男,TRUE,111,2614.263,说话人的对象是个大大咧咧的人吗,D046,F,F03,D,plusHalfERB,congruent,typical
2,134,F06_D057_minusHalfERB.wav,F06_D057_tar_minusHalfERB.wav,光棍,FALSE,112,2978.526,说话人的对象之前谈过很多次恋爱吗,D057,F,F06,D,minusHalfERB,congruent,atypical
2,72,F06_E077_minusHalfERB.wav,F06_E077_tar_minusHalfERB.wav,师妹,TRUE,222,2428.095,说话人和自己的师妹恋爱了吗,E077,F,F06,E,minusHalfERB,incongruent,atypical
2,48,F06_E051_minusHalfERB.wav,F06_E051_tar_minusHalfERB.wav,萌妹,TRUE,222,2542.2,说话人有恋人吗,E051,F,F06,E,minusHalfERB,incongruent,atypical
2,21,F03_E022_plusHalfERB.wav,F03_E022_tar_plusHalfERB.wav,学姐,FALSE,221,2462.948,说话人在谈论自己的职业吗,E022,F,F03,E,plusHalfERB,incongruent,typical
2,46,F02_E049_plusHalfERB.wav,F02_E049_tar_plusHalfERB.wav,萝莉,TRUE,221,2800.068,说话人在描述自己未来的爱人吗,E049,F,F02,E,plusHalfERB,incongruent,typical
2,30,F03_E032_plusHalfERB.wav,F03_E032_tar_plusHalfERB.wav,女生,FALSE,221,2318.866,说话人提到了自己的性格吗,E032,F,F03,E,plusHalfERB,incongruent,typical
2,37,F03_E039_plusHalfERB.wav,F03_E039_tar_plusHalfERB.wav,妹子,FALSE,221,2672.109,说话人的对象不喜欢唱歌吗,E039,F,F03,E,plusHalfERB,incongruent,typical
2,69,F03_E074_plusHalfERB.wav,F03_E074_tar_plusHalfERB.wav,孝女,FALSE,221,2562.132,说话人的恋人是个不负责任的人吗,E074,F,F03,E,plusHalfERB,incongruent,typical
2,31,F05_E033_minusHalfERB.wav,F05_E033_tar_minusHalfERB.wav,女孩,TRUE,222,2044.376,说话人有喜欢的人了吗,E033,F,F05,E,minusHalfERB,incongruent,atypical
2,77,F02_E082_plusHalfERB.wav,F02_E082_tar_plusHalfERB.wav,千金,FALSE,221,2479.138,说话人的恋人家庭条件很差吗,E082,F,F02,E,plusHalfERB,incongruent,typical
2,39,F05_E041_minusHalfERB.wav,F05_E041_tar_minusHalfERB.wav,妇道,TRUE,222,2737.528,说话人提到了自己的母亲吗,E041,F,F05,E,minusHalfERB,incongruent,atypical
2,178,F02_F056_plusHalfERB.wav,F02_F056_tar_plusHalfERB.wav,本子,TRUE,101,2936.281,说话人曾经给自己的爷爷送过本子吗,F056,F,F02,F,plusHalfERB,filler,filler
2,173,F03_F035_plusHalfERB.wav,F03_F035_tar_plusHalfERB.wav,房子,FALSE,101,2660.499,说话人上个月什么事都没做吗,F035,F,F03,F,plusHalfERB,filler,filler
2,228,F06_G104_minusHalfERB.wav,F06_G104_tar_minusHalfERB.wav,嘉宾,FALSE,102,2205.397,说话人在谈论自己的衣品吗,G104,F,F06,G,minusHalfERB,filler,filler
2,227,F05_G101_minusHalfERB.wav,F05_G101_tar_minusHalfERB.wav,作家,TRUE,102,2646.236,说话人的爱人昨天卖东西了吗,G101,F,F05,G,minusHalfERB,filler,filler
2,230,F02_G109_plusHalfERB.wav,F02_G109_tar_plusHalfERB.wav,员工,FALSE,102,2670.272,说话人在讲述今年发生的事吗,G109,F,F02,G,plusHalfERB,filler,filler
3,86,F02_D006_plusHalfERB.wav,F02_D006_tar_plusHalfERB.wav,父亲,TRUE,111,2884.762,说话人的对象期待有自己的孩子吗,D006,F,F02,D,plusHalfERB,congruent,typical
3,109,F03_D029_plusHalfERB.wav,F03_D029_tar_plusHalfERB.wav,男人,FALSE,111,2704.921,说话人的对象没有上进心吗,D029,F,F03,D,plusHalfERB,congruent,typical
3,150,F02_D075_plusHalfERB.wav,F02_D075_tar_plusHalfERB.wav,阿哥,FALSE,111,3102.834,说话人提到了明朝吗,D075,F,F02,D,plusHalfERB,congruent,typical
3,110,F02_D030_plusHalfERB.wav,F02_D030_tar_plusHalfERB.wav,男性,FALSE,111,3231.156,说话人对自己的对象没有期待吗,D030,F,F02,D,plusHalfERB,congruent,typical
3,85,F03_D005_plusHalfERB.wav,F03_D005_tar_plusHalfERB.wav,帅哥,TRUE,111,2302.517,说话人之前有过对象吗,D005,F,F03,D,plusHalfERB,congruent,typical
3,135,F05_D059_minusHalfERB.wav,F05_D059_tar_minusHalfERB.wav,男丁,TRUE,112,2110.952,说话人提及了其恋人的家庭状况吗,D059,F,F05,D,minusHalfERB,congruent,atypical
3,118,F02_D039_plusHalfERB.wav,F02_D039_tar_plusHalfERB.wav,少爷,FALSE,111,2631.338,说话人的前任家境贫寒吗,D039,F,F02,D,plusHalfERB,congruent,typical
3,104,F06_D024_minusHalfERB.wav,F06_D024_tar_minusHalfERB.wav,型男,FALSE,112,2903.628,说话人不想找一个很有型的恋人吗,D024,F,F06,D,minusHalfERB,congruent,atypical
3,143,F05_D067_minusHalfERB.wav,F05_D067_tar_minusHalfERB.wav,太子,TRUE,112,2495.057,说话人的对象相信自己在古代的身份会很尊贵吗,D067,F,F05,D,minusHalfERB,congruent,atypical
3,101,F03_D021_plusHalfERB.wav,F03_D021_tar_plusHalfERB.wav,绅士,TRUE,111,2957.755,说话人在幻想自己未来的伴侣吗,D021,F,F03,D,plusHalfERB,congruent,typical
3,47,F05_E050_minusHalfERB.wav,F05_E050_tar_minusHalfERB.wav,御姐,FALSE,222,2389.501,说话人在谈论自己讨厌的人吗,E050,F,F05,E,minusHalfERB,incongruent,atypical
3,70,F03_E075_plusHalfERB.wav,F03_E075_tar_plusHalfERB.wav,妃子,TRUE,221,3125.193,说话人的爱人在幻想做妃子吗,E075,F,F03,E,plusHalfERB,incongruent,typical
3,62,F02_E067_plusHalfERB.wav,F02_E067_tar_plusHalfERB.wav,女工,FALSE,221,2256.463,说话人的爱人以前在服装店上班吗,E067,F,F02,E,plusHalfERB,incongruent,typical
3,38,F02_E040_plusHalfERB.wav,F02_E040_tar_plusHalfERB.wav,子宫,TRUE,221,3023.061,说话人的爱人去年生病了吗,E040,F,F02,E,plusHalfERB,incongruent,typical
3,71,F05_E076_minusHalfERB.wav,F05_E076_tar_minusHalfERB.wav,皇后,FALSE,222,2699.32,说话人在谈论自己的晚饭吗,E076,F,F05,E,minusHalfERB,incongruent,atypical
3,29,F02_E030_plusHalfERB.wav,F02_E030_tar_plusHalfERB.wav,影后,TRUE,221,2513.197,说话人的爱人在演艺圈工作吗,E030,F,F02,E,plusHalfERB,incongruent,typical
3,53,F03_E057_plusHalfERB.wav,F03_E057_tar_plusHalfERB.wav,新娘,FALSE,221,2411.837,说话人已经结婚了吗,E057,F,F03,E,plusHalfERB,incongruent,typical
3,54,F02_E058_plusHalfERB.wav,F02_E058_tar_plusHalfERB.wav,佳人,FALSE,221,3235.737,说话人提到了自己的朋友吗,E058,F,F02,E,plusHalfERB,incongruent,typical
3,24,F06_E025_minusHalfERB.wav,F06_E025_tar_minusHalfERB.wav,校花,TRUE,222,2345.986,说话人上过大学吗,E025,F,F06,E,minusHalfERB,incongruent,atypical
3,78,F02_E083_plusHalfERB.wav,F02_E083_tar_plusHalfERB.wav,小妹,FALSE,221,1910.635,说话人提到了自己对爱人的称呼吗,E083,F,F02,E,plusHalfERB,incongruent,typical
3,175,F05_F047_minusHalfERB.wav,F05_F047_tar_minusHalfERB.wav,手机,FALSE,101,2403.81,说话人的对象不打算换手机吗,F047,F,F05,F,minusHalfERB,filler,filler
3,172,F06_F034_minusHalfERB.wav,F06_F034_tar_minusHalfERB.wav,医院,TRUE,101,2987.12,说话人昨天去医院了吗,F034,F,F06,F,minusHalfERB,filler,filler
3,176,F06_F049_minusHalfERB.wav,F06_F049_tar_minusHalfERB.wav,罐头,TRUE,101,3396.327,说话人的爱人去过超市吗,F049,F,F06,F,minusHalfERB,filler,filler
3,221,F03_G084_plusHalfERB.wav,F03_G084_tar_plusHalfERB.wav,学校,TRUE,102,2305.828,说话人在厨房里找东西吗,G084,F,F03,G,plusHalfERB,filler,filler
3,223,F05_G095_minusHalfERB.wav,F05_G095_tar_minusHalfERB.wav,记者,FALSE,102,1875.964,说话人提到了自己最喜欢的花吗,G095,F,F05,G,minusHalfERB,filler,filler
4,127,F05_D050_minusHalfERB.wav,F05_D050_tar_minusHalfERB.wav,美男,FALSE,112,1801.406,说话人的前任认为自己长得不好看吗,D050,F,F05,D,minusHalfERB,congruent,atypical
4,87,F05_D007_minusHalfERB.wav,F05_D007_tar_minusHalfERB.wav,爸爸,TRUE,112,2498.141,说话人认为其对象会是个好爸爸吗,D007,F,F05,D,minusHalfERB,congruent,atypical
4,144,F02_D069_plusHalfERB.wav,F02_D069_tar_plusHalfERB.wav,皇帝,TRUE,111,2841.02,说话人的爱人说自己做梦了吗,D069,F,F02,D,plusHalfERB,congruent,typical
4,149,F03_D074_plusHalfERB.wav,F03_D074_tar_plusHalfERB.wav,大哥,TRUE,111,3494.785,说话人的对象在圈子里地位很高吗,D074,F,F03,D,plusHalfERB,congruent,typical
4,158,F03_D083_plusHalfERB.wav,F03_D083_tar_plusHalfERB.wav,男二,TRUE,111,2985.669,说话人的爱人是个暖心的人吗,D083,F,F03,D,plusHalfERB,congruent,typical
4,157,F02_D082_plusHalfERB.wav,F02_D082_tar_plusHalfERB.wav,男主,FALSE,111,2850.522,说话人的前任觉得自己是电影里的配角吗,D082,F,F02,D,plusHalfERB,congruent,typical
4,128,F02_D051_plusHalfERB.wav,F02_D051_tar_plusHalfERB.wav,小哥,TRUE,111,2439.887,说话人在描述自己喜欢的人吗,D051,F,F02,D,plusHalfERB,congruent,typical
4,133,F03_D056_plusHalfERB.wav,F03_D056_tar_plusHalfERB.wav,渣男,TRUE,111,2991.02,说话人提到了自己对未来爱人的要求吗,D056,F,F03,D,plusHalfERB,congruent,typical
4,112,F06_D032_minusHalfERB.wav,F06_D032_tar_minusHalfERB.wav,男士,TRUE,112,2551.247,说话人的爱人是个有礼貌的人吗,D032,F,F06,D,minusHalfERB,congruent,atypical
4,159,F05_D084_minusHalfERB.wav,F05_D084_tar_minusHalfERB.wav,暖男,TRUE,112,2030.862,说话人的对象非常体贴吗,D084,F,F05,D,minusHalfERB,congruent,atypical
4,16,F06_E017_minusHalfERB.wav,F06_E017_tar_minusHalfERB.wav,长女,FALSE,222,2027.868,说话人的伴侣是独生子吗,E017,F,F06,E,minusHalfERB,incongruent,atypical
4,61,F03_E066_plusHalfERB.wav,F03_E066_tar_plusHalfERB.wav,丫鬟,FALSE,221,3141.156,说话人在谈论自己的梦吗,E066,F,F03,E,plusHalfERB,incongruent,typical
4,40,F06_E042_minusHalfERB.wav,F06_E042_tar_minusHalfERB.wav,前妻,FALSE,222,2904.83,说话人上周去学校探望老师了吗,E042,F,F06,E,minusHalfERB,incongruent,atypical
4,13,F03_E014_plusHalfERB.wav,F03_E014_tar_plusHalfERB.wav,婆婆,FALSE,221,2173.469,说话人提及了自己喜欢的人吗,E014,F,F03,E,plusHalfERB,incongruent,typical
4,55,F05_E059_minusHalfERB.wav,F05_E059_tar_minusHalfERB.wav,女侠,FALSE,222,2573.288,说话人在谈论自己小时候的想法吗,E059,F,F05,E,minusHalfERB,incongruent,atypical
4,8,F06_E009_minusHalfERB.wav,F06_E009_tar_minusHalfERB.wav,临盆,TRUE,222,2283.039,说话人下个月将要有孩子了吗,E009,F,F06,E,minusHalfERB,incongruent,atypical
4,23,F05_E024_minusHalfERB.wav,F05_E024_tar_minusHalfERB.wav,班花,TRUE,222,2030.181,说话人和自己的对象同班过吗,E024,F,F05,E,minusHalfERB,incongruent,atypical
4,45,F03_E048_plusHalfERB.wav,F03_E048_tar_plusHalfERB.wav,女王,TRUE,221,2302.132,说话人的前任在家中地位很高吗,E048,F,F03,E,plusHalfERB,incongruent,typical
4,56,F06_E060_minusHalfERB.wav,F06_E060_tar_minusHalfERB.wav,干妈,TRUE,222,2920.181,说话人有前任吗,E060,F,F06,E,minusHalfERB,incongruent,atypical
4,15,F05_E016_minusHalfERB.wav,F05_E016_tar_minusHalfERB.wav,女儿,FALSE,222,2527.687,说话人在评价自己的母亲吗,E016,F,F05,E,minusHalfERB,incongruent,atypical
4,177,F03_F053_plusHalfERB.wav,F03_F053_tar_plusHalfERB.wav,咖啡,TRUE,101,2316.145,说话人知道自己的恋人早上喜欢喝什么吗,F053,F,F03,F,plusHalfERB,filler,filler
4,174,F02_F039_plusHalfERB.wav,F02_F039_tar_plusHalfERB.wav,婚礼,FALSE,101,2573.469,说话人要结婚了吗,F039,F,F02,F,plusHalfERB,filler,filler
4,179,F05_F068_minusHalfERB.wav,F05_F068_tar_minusHalfERB.wav,时差,FALSE,101,2056.349,说话人和自己的朋友生活在同一时区吗,F068,F,F05,F,minusHalfERB,filler,filler
4,222,F02_G087_plusHalfERB.wav,F02_G087_tar_plusHalfERB.wav,跳舞,TRUE,102,2756.599,说话人的同学买了新电脑吗,G087,F,F02,G,plusHalfERB,filler,filler
4,224,F06_G096_minusHalfERB.wav,F06_G096_tar_minusHalfERB.wav,教练,TRUE,102,2937.234,说话人有书包吗,G096,F,F06,G,minusHalfERB,filler,filler
